name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	minac	maxac	block	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	
Siege Crossbow	xbow		8mx	lxb	8mx	0		2	1				1	20	42						0	0	0	0	150	80	70	70	1	40	25	4024	947700		306	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
Balista	xbow		8hx	hxb	8hx	0		2	1				1	33	55					10	0	0	0	0	150	110	80	70	1	47	25	6516	1852908		306	hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
Chu-Ko-Nu	xbow		8rx	hxb	8rx	0		2	1				1	14	32					-60	0	0	0	0	150	80	95	70	1	54	25	4596	1468254		306	hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
KhalimFlail	mace		qf1	fla	qf1	0				1	15									-20	0	0	0	175	125	41	35	70		0	0	950	0			fla	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	6	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	1	xxx	xxx	0	0	300
SuperKhalimFlail	mace		qf2	fla	qf2	0				1	15									-20	0	0	0	175	125			70		0	0	950	0			fla	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	6	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	1	xxx	xxx	0	0	300
Expansion																																																																																																																																																																									0
Katar	h2h		ktr	ktr	ktr	100		2	1	4	7							14	1	-10	0	0	0	175	175	20	20	60		1	0	88	9216		305	ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2		1	5	1	1			5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	wrb	btl	1	0	350
Wrist Blade	h2h		wrb	ktr	wrb	100		2	1	5	9							14	1		0	0	0	175	175	33	33	60		9	0	202	26940		305	ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	1		1	5			1	1	5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	axf	skr	1	0	350
Hatchet Hands	h2h		axf	axf	axf	100		2	1	2	15							14	1	10	0	0	0	175	175	37	37	60		12	0	372	42276		305	axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5	1	1	1	1	20					20					20		1	1	1	20					20					20	1	1			20					20					20					20					20					20					20					20			1	2	0	ces	clw	1	0	350
Cestus	h2h		ces	axf	ces	100		2	1	7	15							14	1		0	0	0	175	175	42	42	60		15	0	404	53130		305	axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5	1	1	1	1	20					20					20					20					20					20	1	1		1	20					20					20					20					20					20					20					20			1	2	0	clw	btl	1	0	350
Claws	h2h		clw	clw	clw	100		2	1	8	15							14	1	-10	0	0	0	175	175	46	46	60		18	0	512	71382		305	clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20	1	1	1	1	20					20					20					20		1	1	1	20					20					20					20					20					20					20			1	2	0	btl	xxx	1	0	350
Blade Talons	h2h		btl	clw	btl	100		2	1	10	14							14	1	-20	0	0	0	175	175	50	50	60		21	0	614	92361		305	clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20	1	1			20					20					20					20	1	1		1	20					20					20		1			20					20	1	1	1	1	20					20			1	2	0	xxx	xxx	1	0	350
Scissors Katar	h2h		skr	skr	skr	100		2	1	9	17							14	1	-10	0	0	0	175	175	55	55	60		24	0	724	117588		305	skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20	1	1		1	20	1	1	1	1	20	1	1	1	1	20			1	1	20					20			1	2	0	xxx	xxx	1	0	350
Quhab	h2h		9ar	ktr	9ar	100		2	1	11	24							14	1		0	0	0	175	175	57	57	70		28	21	1468	245556		305	ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Wrist Spike	h2h		9wb	ktr	9wb	100		2	1	13	27							14	1	-10	0	0	0	175	175	66	66	70		32	24	2458	458988		305	ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Fascia	h2h		9xf	axf	9xf	100		2	1	8	37							14	1	10	0	0	0	175	175	69	69	70		36	27	2458	515424		305	axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Hand Scythe	h2h2		9cs	axf	9cs	100		2	1	16	37							14	1	-10	0	0	0	175	175	73	73	70		41	30	1808	433572		305	axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Greater Claws	h2h2		9lw	clw	9lw	100		2	1	18	37							14	1	-20	0	0	0	175	175	76	76	70		45	33	2896	758235		305	clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Greater Talons	h2h2		9tw	clw	9tw	100		2	1	21	35							14	1	-30	0	0	0	175	175	79	79	70		50	37	4966	1476150		305	clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Scissors Quhab	h2h2		9qr	skr	9qr	100		2	1	19	40							14	1		0	0	0	175	175	82	82	70		54	40	7270	2392626		305	skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Suwayyah	h2h2		7ar	ktr	7ar	100		2	1	39	52							14	1		0	0	0	175	175	99	99	80		59	44	8174	2964285		305	ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Wrist Sword	h2h2		7wb	ktr	7wb	100		2	1	34	45							14	1	-10	0	0	0	175	175	105	105	80		62	46	8532	3261756		305	ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
War Fist	h2h2		7xf	axf	7xf	100		2	1	44	53							14	1	10	0	0	0	175	175	108	108	80		68	51	7984	3329436		305	axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Battle Cestus	h2h2		7cs	axf	7cs	100		2	1	36	42							14	1	-10	0	0	0	175	175	110	110	80		73	54	7872	3519603		305	axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Feral Claws	h2h2		7lw	clw	7lw	100		2	1	22	53							14	1	-20	0	0	0	175	175	113	113	80		78	58	8098	3876690		305	clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Runic Talons	h2h2		7tw	clw	7tw	100		2	1	24	44							14	1	-30	0	0	0	175	175	115	115	80		81	60	8712	4356228		305	clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Scissors Suwayyah	h2h2		7qr	skr	7qr	100		2	1	40	51							14	1		0	0	0	175	175	118	118	80		85	64	8986	4725510		305	skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	350
Tomahawk	axe		7ha	hax	7ha	100		3	1	33	58							14			0	0	0	200	100	125	67	80		54	40	7184	2361846			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	2	0	xxx	xxx	1	0	300
Small Crescent	axe		7ax	axe	7ax	100		4	1	38	60							14	1	10	0	0	0	200	100	115	83	80		61	45	7982	2986923			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	2	0	xxx	xxx	1	0	300
Ettin Axe	axe		72a	axe	72a	100		4	1	33	66							14	1	10	0	0	0	220	80	145	45	80		70	52	6936	2946660			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	2	0	xxx	xxx	1	0	300
War Spike	axe		7mp	axe	7mp	100		4	1	30	48							14	1	-10	0	0	0	175	125	133	54	80		79	59	8130	3943596			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Berserker Axe	axe		7wa	hax	7wa	100		4	1	24	71							14	2		0	0	0	235	65	138	59	80		85	64	8062	4204035			hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Feral Axe	axe		7la	lax	7la	100		4	1				1	25	123			17	2	-15	0	0	0	235	65	196		80		57	42	8728	3073530			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Silver Edged Axe	axe		7ba	lax	7ba	100		4	1				1	62	110			17	2		0	0	0	235	65	166	65	80		65	48	9412	3801420			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Decapitator	axe		7bt	btx	7bt	100		4	1				1	49	137			17	2	10	0	0	0	235	65	189	33	80		73	54	8252	3703563			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	2	0	xxx	xxx	1	0	300
Champion Axe	axe		7ga	btx	7ga	100		4	1				1	59	94			17	2	-10	0	0	0	190	110	167	59	80		82	61	9542	4864770			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Glorious Axe	axe		7gi	gix	7gi	100		4	1				1	60	124			17	3	10	0	0	0	300	40	164	55	80		85	66	9178	4834905			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Polished Wand	wand		7wn	wnd	7wn	100		1	1	18	33							14			0	0	0	230	70	25		80		55	41	5024	1642980		303	wnd	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Ghost Wand	wand		7yw	ywn	7yw	100		1	1	20	40							14		10	0	0	0	230	70	25		80		65	48	4726	1818270		303	ywn	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Lich Wand	wand		7bw	bwn	7bw	100		1	1	10	31							14		-20	0	0	0	230	70	25		80		75	56	4928	2191800		303	bwn	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Unearthed Wand	wand		7gw	bwn	7gw	100		1	1	22	28							14			0	0	0	230	70	25		80		86	64	4194	2119746		303	bwn	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Truncheon	club		7cl	clb	7cl	100		1	1	35	43							14		-10	0	0	0	220	80	88	43	80		52	39	992	317628			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	2	0	xxx	xxx	1	0	300
Mighty Scepter	scep		7sc	mac	7sc	100		2	1	40	52							14			0	0	0	220	80	125	65	80		62	46	9966	3857514		303	mac	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Seraph Rod	scep		7qs	mac	7qs	100		4	1	45	54							14	1	10	0	0	0	220	80	108	69	80		76	57	11426	5479728		303	mac	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Caduceus	scep		7ws	whm	7ws	100		4	1	37	43							14	1	-10	0	0	0	220	80	97	70	80		85	66	11148	5966850		303	whm	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Tyrant Club	club		7sp	clb	7sp	100		3	1	32	58							14	1		0	0	0	200	100	133		80		57	42	3758	1254603			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Reinforced Mace	mace		7ma	mac	7ma	100		4	1	41	49							14			0	0	0	220	80	145	46	80		63	47	7520	2892585			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Devil Star	mace		7mt	mac	7mt	100		4	1	43	53							14	1	10	0	0	0	200	100	153	44	80		70	52	7934	3404040			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Scourge	mace		7fl	fla	7fl	100		4	1	3	80							14	2	-10	0	0	0	180	120	125	77	80		76	57	9670	4574796			fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Legendary Mallet	hamm		7wh	whm	7wh	100		4	1	50	61							14	1	20	0	0	0	240	60	189		80		82	61	7346	3669948			whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Ogre Maul	hamm		7m7	mau	7m7	100		4	1				1	77	106			17	1	10	0	0	0	260	40	225		80		69	51	6316	2627292			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Thunder Maul	hamm		7gm	mau	7gm	100		3	1				1	33	180			17	2	20	0	0	0	325	25	253		80		85	65	8904	4679355			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Falcata	swor		7ss	ssd	7ss	100		3	1	31	59							14			0	0	0	200	100	150	88	80		56	42	7936	2725740			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Ataghan	swor		7sm	scm	7sm	100		3	1	26	46							14		-20	0	0	0	180	120	138	95	80		61	45	8128	3045849			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Elegant Blade	swor		7sb	scm	7sb	100		3	1	33	45							14		-10	0	0	0	190	110	109	122	80		63	47	11110	4408365			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Hydra Edge	swor		7fc	flc	7fc	100		4	1	28	68							14		10	0	0	0	220	80	142	105	80		69	51	9200	3936153			flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Phase Blade	swor		7cr	crs	7cr	100		2	1	31	42							14	1	-30	0	0	0	200	100	25	136	80	1	73	54	12378	5740920			crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	8	0	xxx	xxx	1	0	300
Conquest Sword	swor		7bs	bsd	7bs	100		4	1	37	53							14			0	0	0	220	80	142	112	80		78	58	9452	4580796			bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Cryptic Sword	swor		7ls	lsd	7ls	100		4	1	5	77							14	1	-10	0	0	0	200	100	99	109	80		82	61	7308	3649776			lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Mythical Sword	swor		7wd	flc	7wd	100		4	1	40	50							14	1		0	0	0	210	90	147	124	80		85	66	9962	5282685			flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Legend Sword	swor		72h	clm	72h	100		4	1	1	94	1	1	50	94			17	2	-15	0	0	0	210	90	175	100	80		59	44	11552	4306653			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
