description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Maul	1			100					19	any,crf	key,qty=13	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		233	1	1	skill		233	1	1																																																																					0
Eruption	1			100					20	any,crf	key,qty=14	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		234	1	1	skill		234	1	1																																																																					0
Cyclone Armor	1			100					21	any,crf	key,qty=15	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		235	1	1	skill		235	1	1																																																																					0
Heart of Wolverine	1			100					22	any,crf	key,qty=16	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		236	1	1	skill		236	1	1																																																																					0
Summon Fenris	1			100					23	any,crf	key,qty=17	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		237	1	1	skill		237	1	1																																																																					0
Rabies	1			100					24	any,crf	key,qty=18	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		238	1	1	skill		238	1	1																																																																					0
Fire Claws	1			100					25	any,crf	key,qty=19	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		239	1	1	skill		239	1	1																																																																					0
Twister	1			100					26	any,crf	key,qty=20	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		240	1	1	skill		240	1	1																																																																					0
Vines	1			100					27	any,crf	key,qty=21	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		241	1	1	skill		241	1	1																																																																					0
Hunger	1			100					28	any,crf	key,qty=22	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		242	1	1	skill		242	1	1																																																																					0
Shock Wave	1			100					29	any,crf	key,qty=23	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		243	1	1	skill		243	1	1																																																																					0
Volcano	1			100					30	any,crf	key,qty=24	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		244	1	1	skill		244	1	1																																																																					0
Tornado	1			100					31	any,crf	key,qty=25	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		245	1	1	skill		245	1	1																																																																					0
Spirit of Barbs	1			100					32	any,crf	key,qty=26	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		246	1	1	skill		246	1	1																																																																					0
Summon Grizzly	1			100					33	any,crf	key,qty=27	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		247	1	1	skill		247	1	1																																																																					0
Fury	1			100					34	any,crf	key,qty=28	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		248	1	1	skill		248	1	1																																																																					0
Armageddon	1			100					35	any,crf	key,qty=29	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		249	1	1	skill		249	1	1																																																																					0
Hurricane	1			100					36	any,crf	key,qty=30	jew,qty=3	gpg	time			useitem				levelreq			6	6	oskill		250	1	1	skill		250	1	1																																																																					0
Fire Trauma	1			100					7	any,crf	key,qty=1	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		251	1	1	skill		251	1	1																																																																					0
Claw Mastery	1			100					8	any,crf	key,qty=2	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		252	1	1	skill		252	1	1																																																																					0
Psychic Hammer	1			100					9	any,crf	key,qty=3	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		253	1	1	skill		253	1	1																																																																					0
Tiger Strike	1			100					10	any,crf	key,qty=4	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		254	1	1	skill		254	1	1																																																																					0
Dragon Talon	1			100					11	any,crf	key,qty=5	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		255	1	1	skill		255	1	1																																																																					0
Shock Field	1			100					12	any,crf	key,qty=6	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		256	1	1	skill		256	1	1																																																																					0
Blade Sentinel	1			100					13	any,crf	key,qty=7	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		257	1	1	skill		257	1	1																																																																					0
Quickness	1			100					14	any,crf	key,qty=8	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		258	1	1	skill		258	1	1																																																																					0
Fists of Fire	1			100					15	any,crf	key,qty=9	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		259	1	1	skill		259	1	1																																																																					0
Dragon Claw	1			100					16	any,crf	key,qty=10	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		260	1	1	skill		260	1	1																																																																					0
Charged Bolt Sentry	1			100					17	any,crf	key,qty=11	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		261	1	1	skill		261	1	1																																																																					0
Wake of Fire Sentry	1			100					18	any,crf	key,qty=12	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		262	1	1	skill		262	1	1																																																																					0
Weapon Block	1			100					19	any,crf	key,qty=13	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		263	1	1	skill		263	1	1																																																																					0
Cloak of Shadows	1			100					20	any,crf	key,qty=14	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		264	1	1	skill		264	1	1																																																																					0
Cobra Strike	1			100					21	any,crf	key,qty=15	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		265	1	1	skill		265	1	1																																																																					0
Blade Fury	1			100					22	any,crf	key,qty=16	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		266	1	1	skill		266	1	1																																																																					0
Fade	1			100					23	any,crf	key,qty=17	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		267	1	1	skill		267	1	1																																																																					0
Shadow Warrior	1			100					24	any,crf	key,qty=18	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		268	1	1	skill		268	1	1																																																																					0
Claws of Thunder	1			100					25	any,crf	key,qty=19	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		269	1	1	skill		269	1	1																																																																					0
Dragon Tail	1			100					26	any,crf	key,qty=20	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		270	1	1	skill		270	1	1																																																																					0
Lightning Sentry	1			100					27	any,crf	key,qty=21	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		271	1	1	skill		271	1	1																																																																					0
Inferno Sentry	1			100					28	any,crf	key,qty=22	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		272	1	1	skill		272	1	1																																																																					0
Mind Blast	1			100					29	any,crf	key,qty=23	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		273	1	1	skill		273	1	1																																																																					0
Blades of Ice	1			100					30	any,crf	key,qty=24	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		274	1	1	skill		274	1	1																																																																					0
Dragon Flight	1			100					31	any,crf	key,qty=25	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		275	1	1	skill		275	1	1																																																																					0
Death Sentry	1			100					32	any,crf	key,qty=26	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		276	1	1	skill		276	1	1																																																																					0
Blade Shield	1			100					33	any,crf	key,qty=27	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		277	1	1	skill		277	1	1																																																																					0
Venom	1			100					34	any,crf	key,qty=28	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		278	1	1	skill		278	1	1																																																																					0
Shadow Master	1			100					35	any,crf	key,qty=29	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		279	1	1	skill		279	1	1																																																																					0
Royal Strike	1			100					36	any,crf	key,qty=30	jew,qty=3	gpv	time			useitem				levelreq			6	6	oskill		280	1	1	skill		280	1	1																																																																					0
UniJew	1			100					2	Arcane Shard	jew						jew,uni	72																																																																																						0
token	1			100					2	key,qty=2							toa																																																																																							0
lesser1	1			100					2	tes	jew						stup																																																																																							0
lesser2	1			100					2	ceh	jew						stup																																																																																							0
lesser3	1			100					2	bet	jew						stup																																																																																							0
lesser4	1			100					2	fed	jew						stup																																																																																							0
greater1	1			100					5	tes	ceh	bet	fed	jew			stus																																																																																							0
greater2	1			100					4	stup,qty=4							stus																													jew																													jew																													0
comp ass	1			100					3	Hellfire Torch	gpv	yps					useitem				ass			1	1																																																																															0
comp ama	1			100					3	Hellfire Torch	gpy	yps					useitem				ama			1	1																																																																															0
comp sor	1			100					3	Hellfire Torch	gpb	yps					useitem				sor			1	1																																																																															0
comp dru	1			100					3	Hellfire Torch	gpg	yps					useitem				dru			1	1																																																																															0
comp bar	1			100					3	Hellfire Torch	gpr	yps					useitem				bar			1	1																																																																															0
comp pal	1			100					3	Hellfire Torch	gpw	yps					useitem				pal			1	1																																																																															0
comp nec	1			100					3	Hellfire Torch	skz	yps					useitem				nec			1	1																																																																															0
basic weapon -> exceptional	1			100					2	weap,bas	wms						useitem,mod,exc				levelreq			5	5																																																																															0
basic armor -> exceptional	1			100					2	armo,bas	wms						useitem,mod,exc				levelreq			5	5																																																																															0
exceptional weapon -> elite	1			100					2	weap,exc	wms						useitem,mod,eli				levelreq			7	7																																																																															0
exceptional armor -> elite	1			100					2	armo,exc	wms						useitem,mod,eli				levelreq			7	7																																																																															0
