name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Protector Shield	100	0	1	1	129	153	0	0	69	20	80	0	46	30	11158	246204	pa8	pa8		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	6	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	24	24	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Guilded Shield	100	0	1	1	144	168	0	0	89	22	80	0	51	30	13394	246204	pa9	pa9		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	6	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	28	28	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Royal Shield	100	0	1	1	156	181	0	0	114	25	80	0	55	30	15356	246204	paa	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	32	32	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Mummified Trophy	100	0	1	1	38	48	0	0	38	3	80	0	33	30	2868	246204	ne6	ne6		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Fetish Trophy	100	0	1	1	41	52	0	0	41	5	80	0	39	30	3570	246210	ne7	ne7		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Sexton Trophy	100	0	1	1	44	55	0	0	47	8	80	0	45	30	4276	246216	ne8	ne8		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Cantor Trophy	100	0	1	1	50	64	0	0	50	10	80	0	49	30	5226	246216	ne9	ne9		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Heirophant Trophy	100	0	1	1	58	70	0	0	58	12	80	0	54	30	6290	246216	nea	nea		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Blood Spirt	100	0	1	1	101	145	0	0	86	0	50	0	62	50	12822	1241742	drb	drb		303	dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Sun Spirit	100	0	1	1	98	147	0	0	95	0	50	0	69	50	14106	1241748	drc	drc		303	dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Earth Spirit	100	0	1	1	107	152	0	0	104	0	50	0	76	50	16158	1241748	drd	drd		303	dr3	dr3	dr3	dr8	drd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Sky Spirit	100	0	1	1	103	155	0	0	113	0	50	0	83	50	17412	1241748	dre	dre		303	dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Dream Spirit	100	0	1	1	109	159	0	0	118	0	50	0	85	50	18424	1241754	drf	drf		303	dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Carnage Helm	100	0	1	1	102	147	0	0	106	0	50	0	60	50	12616	1241754	bab	bab		310	ba1	dr1	ba1	ba6	bab	0	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Fury Visor	100	0	1	1	105	150	0	0	129	0	50	0	66	50	14030	1241760	bac	bac		310	ba1	bhm	ba2	ba7	bac	0	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Destroyer Helm	100	0	1	1	111	156	0	0	151	0	50	0	73	50	16002	1241760	bad	bad		310	ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Conquerer Crown	100	0	1	1	114	159	0	0	174	0	50	0	80	50	17722	1241760	bae	bae		310	ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Guardian Crown	100	0	1	1	117	168	0	0	196	0	50	0	85	50	19456	1241766	baf	baf		310	ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Sacred Targe	100	0	1	1	126	158	0	0	86	30	80	0	63	50	14848	246192	pab	pab		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	70	70	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Sacred Rondache	100	0	1	1	138	164	0	0	109	28	80	0	70	50	17244	246198	pac	pac		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	58	58	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Ancient Shield	100	0	1	1	154	172	0	0	124	25	80	0	74	50	19426	246204	pad	pad		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	6	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	82	82	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Zakarum Shield	100	0	1	1	169	193	0	0	142	22	80	0	82	50	23430	246204	pae	pae		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	6	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	46	46	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Vortex Shield	100	0	1	1	182	225	0	0	148	19	80	0	85	50	26926	246204	paf	paf		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	87	87	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Minion Skull	100	0	1	1	95	139	0	0	77	3	80	0	59	50	11762	246204	neb	neb		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Hellspawn Skull	100	0	1	1	96	141	0	0	82	5	80	0	67	50	13326	246210	neg	neg		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Overseer Skull	100	0	1	1	98	142	0	0	91	8	80	0	66	50	13266	246216	ned	ned		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Succubae Skull	100	0	1	1	100	146	0	0	95	10	80	0	81	50	16294	246216	nee	nee		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Bloodlord Skull	100	0	1	1	103	148	0	0	106	12	80	0	85	50	17350	246216	nef	nef		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Dark Templar's Robe	100	0	2	1	196	282	20	0	0	0	50	0	58	50	2674	297360	cl11	cl11		313	invrob	invrob	cl1	ci6	ci11	0	1	2	3	1	6	1	flplea	invrob									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Spurting Shadows	100	0	2	1	202	290	20	0	0	0	50	0	63	50	5256	549480	cl12	cl12		313	invclk	invclk	cl2	ci7	ci12	0	1	2	3	1	6	1	flplea	invclk									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Illusions Weaver	100	0	2	1	210	298	20	0	0	0	50	0	68	50	8858	1171440	cl13	cl13		313	invclks	invclks	cl3	ci8	ci13	0	1	2	3	1	6	1	flplea	invclks									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Cover of Dusk	100	0	2	1	220	308	20	0	0	0	50	0	54	50	16568	1985640	cl14	cl14		313	invclks	invclks	cl4	ci9	ci14	0	1	2	3	1	6	1	flplea	invclks									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	1	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Spectre Shroud	100	0	2	1	228	318	20	0	0	0	50	0	79	50	32308	3854880	cl15	cl15		313	invypls	invypls	cl5	ci10	ci15	0	1	2	3	1	6	1	flplea	invypls									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	1	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Acolyte's Robe	100	0	2	1	6	10	5	0	0	0	30	0	1	1	204	14868	cl1	cl1		313	invrob	invrob	cl1	ci6	ci11	0	1	2	3	1	6	1	flplea	invrob									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Cloak of Shadows	100	0	2	1	16	22	5	0	0	0	30	0	5	1	384	27474	cl2	cl2		313	invclk	invclk	cl2	ci7	ci12	0	1	2	3	1	6	1	flplea	invclk									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Cover of Illusions	100	0	2	1	30	36	5	0	0	0	30	0	11	1	632	58572	cl3	cl3		313	invclks	invclks	cl3	ci8	ci13	0	1	2	3	1	6	1	flplea	invclks									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Cover of Darkness	100	0	2	1	46	52	5	0	0	0	30	0	15	1	1150	99282	cl4	cl4		313	invclks	invclks	cl4	ci9	ci14	0	1	2	3	1	6	1	flplea	invclks									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	1	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Ghost Cloak	100	0	2	1	60	70	5	0	0	0	30	0	23	1	2188	192744	cl5	cl5		313	invypls	invypls	cl5	ci10	ci15	0	1	2	3	1	6	1	flplea	invypls									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	1	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Master's Robe	100	0	2	1	90	106	10	0	0	0	40	0	34	30	932	89208	cl6	cl6		313	invrob	invrob	cl1	ci6	ci11	0	1	2	3	1	6	1	flplea	invrob									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Fluid Cloak	100	0	2	1	104	124	10	0	0	0	40	0	37	30	1808	164844	cl7	cl7		313	invclk	invclk	cl2	ci7	ci12	0	1	2	3	1	6	1	flplea	invclk									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Illusions Wave	100	0	2	1	126	144	10	0	0	0	40	0	42	30	3020	351432	cl8	cl8		313	invclks	invclks	cl3	ci8	ci13	0	1	2	3	1	6	1	flplea	invclks									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Flying Darkness	100	0	2	1	150	168	10	0	0	0	40	0	45	30	5600	595692	cl9	cl9		313	invclks	invclks	cl4	ci9	ci14	0	1	2	3	1	6	1	flplea	invclks									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	1	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Ghost Shroud	100	0	2	1	170	196	10	0	0	0	40	0	51	30	10832	1156464	cl10	cl10		313	invypls	invypls	cl5	ci10	ci15	0	1	2	3	1	6	1	flplea	invypls									0	0	0	0	0	cloa		item_lightarmor	12	item_lightarmor	0	1	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			1	8	0	xxx	xxx	0	0	1
Torch	0	0	2	1	1	1	0	0	0	0	30	0	1	0	5		torch	tch		320	club	club	torch	torch	torch	0	7	1	2	0	0	0	flptrch	invtrch	invclbu	invclbu							0	0	0	0	0	shie		item_staff	12	item_wood	0	0	5	0	0	0	0	0	1	0	0	0	100		0	3					5					5	1	1	1	1	5					20					20	1	1	1	1	20					20	1	1	1	1	20					20					20					20					20					20					20					20	1	1	1	1	20					20			8	8	0	xxx	xxx	0	0	1
