Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
pantherwoman5	627	pantherwoman1	pantherwoman6	0	Huntress	pantherwoman1		pantherwoman	PantherWoman		PW	1													2	4		9	12	1	18	69	101	pantherwoman	pantherwoman	10	15	13	12				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				15	15	15	10	142	242	64	142	64	151	118							150	250	105	160	62	112	200							150	250	105	160	62	112	200							A1	pois					5	25	25	100	15	25	25	150																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
pantherwoman6	628	pantherwoman1		1	SaberCat	pantherwoman1		pantherwoman	PantherWoman		PW	1													2	4		9	12	1	18	70	101	pantherwoman	pantherwoman	10	15	13	12				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				15	15	15	10	142	242	64	142	64	151	118							150	250	105	160	62	112	200							150	250	105	160	62	112	200							A1	cold					5	40	60	150	15	40	60	200																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandleaper6	629	sandleaper1	sandleaper7	1	CaveLeaper	sandleaper1		sandleaper	SandLeaper		SL	1													2	3		8	8	1	19	71	102	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	2																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				16	16	16	10	165	485	84	188	76	151	118	76	151	94				100	200	130	190	81	150	100	69	125	90				100	200	130	190	81	150	100	69	125	90				A1	cold	100	33	66	25	100	33	66	75	100	33	66	100	A2	cold	100	33	66	25	100	33	66	75	100	33	66	100															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
sandleaper7	630	sandleaper1		3	TombCreeper	sandleaper1		sandleaper	SandLeaper		SL	1													2	3		8	8	1	19	71	102	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									Leap	seq_leaperleap	2																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				16	16	16	10	165	485	84	188	76	151	118	76	151	94				100	200	130	190	81	150	100	69	125	90				100	200	130	190	81	150	100	69	125	90				A1	cold	100	33	66	25	100	33	66	75	100	33	66	100	A2	cold	100	33	66	25	100	33	66	75	100	33	66	100															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith6	631	wraith1	wraith7	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													2	4		8	8	1	19	71	102	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				8	8	8	10	208	412	84	186	76	151	118							162	225	130	210	75	131	95							162	225	130	210	75	131	95							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith7	632	wraith1	wraith8	0	Wraith	wraith1		wraith	Wraith	drains mana	WR	1													2	4		8	8	1	19	71	102	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				8	8	8	10	208	412	84	186	76	151	118							162	225	130	210	75	131	95							162	225	130	210	75	131	95							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wraith8	633	wraith1	wraith9	0	Specter	wraith1		wraith	Wraith	drains mana	WR	1													2	4		8	8	1	19	71	102	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				8	8	8	10	208	412	84	186	76	151	118							162	225	130	210	75	131	95							162	225	130	210	75	131	95							A1	mana	40	60	100		45	100	200		50	200	300																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus6	634	succubus1	succubus7	0	Succubusexp	succubus1		succubus	Succubus		0B	1	1												4	5		14	14	1	44	71	103	succubus	succubus	10	15	14	13				90	93	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1									Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	1										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	238	380	107	318	59	106	156							150	225	115	180	62	112	155							150	225	115	180	62	112	155							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubus7	635	succubus1	succubus8	2	Hell Temptress	succubus1		succubus	Succubus		0B	1	1												4	5		14	14	1	44	71	103	succubus	succubus	10	15	14	13				90	93	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1									Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	1										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	238	380	107	318	59	106	156							150	225	115	180	62	112	155							150	225	115	180	62	112	155							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch6	636	succubuswitch1	succubuswitch7	3	Dominus	succubuswitch1		succubus	SuccubusWitch		0C	1	1												4	5		12	12	1	44	71	103	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	3										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	238	380	107	322	59	106	172							150	225	115	290	62	112	120							150	225	115	290	62	112	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch7	637	succubuswitch1	succubuswitch8	4	Hell Witch	succubuswitch1		succubus	SuccubusWitch		0C	1	1												4	5		12	12	1	44	71	103	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	3										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	238	380	107	322	59	106	172							150	225	115	290	62	112	120							150	225	115	290	62	112	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch8	638	succubuswitch1	succubuswitch9	5	VileWitch	succubuswitch1		succubus	SuccubusWitch		0C	1	1												4	5		12	12	1	44	71	103	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	3										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	238	380	107	322	59	106	172							150	225	115	290	62	112	120							150	225	115	290	62	112	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
willowisp5	639	willowisp1	willowisp6	0	Gloam	willowisp1		willowisp	WillOWisp	drains mana	WW	1	1												2	4		15	15	1	44	71	103	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1									Chain Lightning	SC	2																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				28	28	28	10	110	218	84	164	42	189	116							112	212	115	240	56	144	120							112	212	115	240	56	144	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
willowisp6	640	willowisp1	willowisp7	3	BlackSoul	willowisp1		willowisp	WillOWisp	drains mana	WW	1	1												2	4		15	15	1	44	71	103	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1									Chain Lightning	SC	2																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				28	28	28	10	110	218	84	164	42	189	116							112	212	115	240	56	144	120							112	212	115	240	56	144	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
willowisp7	641	willowisp1	willowisp8	4	BurningSoul	willowisp1		willowisp	WillOWisp	drains mana	WW	1	1												2	4		15	15	1	44	71	103	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt2			1	1					1			1				1	1									Chain Lightning	SC	2																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				28	28	28	10	110	218	84	164	42	189	116							112	212	115	240	56	144	120							112	212	115	240	56	144	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 5 Champ A	Act 5 Unique A		Act 4 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 4 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A						1	1	0
fallen6	642	fallen1	fallen7	1	Carver	fallen1		fallen	Fallen		FA	1							fallen6		1	1	1	1	2	4		10	10	1	44	71	103	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				49	49	49	10	52	138	84	186	56	116	116	56	121	93				62	138	70	130	56	112	90	50	100	85				62	138	70	130	56	112	90	50	100	85				A2	cold					10	40	60	75	20	40	60	125																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallen7	643	fallen1	fallen8	2	Devilkin	fallen1		fallen	Fallen		FA	1							fallen7		1	1	1	1	2	4		10	10	1	44	71	103	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				49	49	49	10	52	138	84	186	56	116	116	56	121	93				62	138	70	130	56	112	90	50	100	85				62	138	70	130	56	112	90	50	100	85				A2	ltng					10	30	90		20	30	90																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallen8	644	fallen1		0	DarkOne	fallen1		fallen	Fallen		FA	1							fallen8		1	1	1	1	2	4		10	10	1	44	71	103	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				49	49	49	10	52	138	84	186	56	116	116	56	121	93				62	138	70	130	56	112	90	50	100	85				62	138	70	130	56	112	90	50	100	85				A2	fire					10	50	70		20	50	70																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallenshaman6	645	fallenshaman1	fallenshaman7	1	CarverShaman	fallenshaman1		fallen	FallenShaman	raises Warped Fallen	FS	1							fallen6		1		2	3	1	3		6	6	1	44	71	103	fallenshaman	fallenshaman	10	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanIce	seq_shamanresurrect	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				39	39	39	10	162	268	84	250	66	151	116							138	225	75	300	56	112	105							138	225	75	300	56	112	105							A1	cold					10	40	60	75	20	40	60	125																													Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallenshaman7	646	fallenshaman1	fallenshaman8	2	DevilkinShaman	fallenshaman1		fallen	FallenShaman	raises Warped Fallen	FS	1							fallen7		1		2	3	1	3		6	6	1	44	71	103	fallenshaman	fallenshaman	10	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFireEx	seq_shamanresurrect	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				39	39	39	10	162	268	84	250	66	151	116							138	225	75	300	56	112	105							138	225	75	300	56	112	105							A1	ltng					10	30	90		20	30	90																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
fallenshaman8	647	fallenshaman1		0	DarkShaman	fallenshaman1		fallen	FallenShaman	raises Warped Fallen	FS	1							fallen8		1		2	3	1	3		6	6	1	44	71	103	fallenshaman	fallenshaman	10	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFireEx	seq_shamanresurrect	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				39	39	39	10	162	268	84	250	66	151	116							138	225	75	300	56	112	105							138	225	75	300	56	112	105							A1	fire					10	50	70		20	50	70																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
skeleton6	648	skeleton1	skeleton7	2	BoneWarrior	skeleton1		skeleton	Skeleton		SK	1													4	5		5	5	2	18	71	103	skeleton	skeleton	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1					1				1			1	1							1		SkeletonRaise	seq_skeletonraise	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				30	30	30	10	235	328	84	170	51	126	118	39	126	94				175	250	100	170	50	125	120	50	131	125				175	250	100	170	50	125	120	50	131	125				A1	cold	60	30	60	50	60	30	60	75	60	30	60	125	A2	ltng	60	30	60		60	30	60		60	30	60																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
skeleton7	649	skeleton1	skeleton8	3	Returned	skeleton1		skeleton	Skeleton		SK	1													4	5		5	5	2	18	71	103	skeleton	skeleton	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1					1				1			1	1							1		SkeletonRaise	seq_skeletonraise	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				30	30	30	10	235	328	84	170	51	126	118	39	126	94				175	250	100	170	50	125	120	50	131	125				175	250	100	170	50	125	120	50	131	125				A1	cold	60	30	60	50	60	30	60	75	60	30	60	125	A2	ltng	60	30	60		60	30	60		60	30	60																Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
batdemon6	650	batdemon1	batdemon7	1	Gloombat	batdemon1		batdemon	BatDemon	shocking hit	BT	1													3	4		12	12	1	31	67	104	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	80	85	90	50	59	68	8	8	8																			1	1								1				1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				27	27	27	10	108	378	84	178	81	126	116	132	206	146				175	275	110	160	81	88	100	100	144	200				175	275	110	160	81	88	100	100	144	200				A2	ltng	85	64	100		85	5	180		85	5	240																														Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
batdemon7	651	batdemon1		0	Fiend	batdemon1		batdemon	BatDemon	shocking hit	BT	1													3	4		12	12	1	31	67	104	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	80	85	90	50	59	68	8	8	8																			1	1								1				1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				27	27	27	10	108	378	84	178	81	126	116	132	206	146				175	275	110	160	81	88	100	100	144	200				175	275	110	160	81	88	100	100	144	200				A2	ltng	85	64	100		85	5	180		85	5	240																														Act 3 H2H C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) H2H C	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
bloodlord6	652	bloodlord1	bloodlord7	2	Blood Lord1	bloodlord1		bloodlord	BloodLord		L3	1													1	2		9	9	1	40	71	102	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	710	948	126	520	82	185	235	82	185	188				600	750	130	420	100	188	180	100	188	180				600	750	130	420	100	188	180	100	188	180				A1	cold	50	33	50	50	50	33	50	75	50	33	50	100	A2	fire	50	33	50		50	33	50		50	33	50																Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord7	653	bloodlord1	bloodlord8	3	Blood Lord4	bloodlord1		bloodlord	BloodLord		L3	1													1	2		9	9	1	40	72	102	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	710	948	126	520	82	185	235	82	185	188				600	750	130	420	100	188	180	100	188	180				600	750	130	420	100	188	180	100	188	180				A1	ltng	50	33	50	50	50	33	70		50	33	70		A2	fire	50	33	50		50	33	50		50	33	50																Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
scarab6	654	scarab1	scarab7	2	Scarab	scarab1		scarab	Scarab		SC	1							scarab6		1	1	4	5	4	5		6	6	1	28	64	105	scarab	scarab	10	15	14	13				90	94	96	70	70	70	70	70	70	70	75	80	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	5																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				24	24	24	10	168	278	85	166	64	189	115	64	149	92	1	2	95	175	275	145	220	69	138	120	69	138	140	40	70	95	175	275	145	220	69	138	120	69	138	140	40	70	95	A1	ltng	30	18	25		30	15	30		30	15	30		A2	ltng	10	18	25		10	15	30		10	15	30																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
scarab7	655	scarab1	scarab8	3	SteelWeevil	scarab1		scarab	Scarab		SC	1							scarab7		1	1	4	5	4	5		6	6	1	28	64	105	scarab	scarab	10	15	14	13				90	94	96	70	70	70	70	70	70	70	75	80	20	24	28																			1	1												1	1							1		Jab	seq_scarabjab	5																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				24	24	24	10	168	278	85	166	64	189	115	64	149	92	1	2	95	175	275	145	220	69	138	120	69	138	140	40	70	95	175	275	145	220	69	138	120	69	138	140	40	70	95	A1	ltng	30	18	25		30	15	30		30	15	30		A2	ltng	10	18	25		10	15	30		10	15	30																Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
