Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
ChippedEmeraldRunewordShield		1		shld										gcg	gcg	gcg	gcg	gcg	gcg	move2		10	10	ac%/lvl	6	light		5	5																			0
FlawedEmeraldRunewordShield		0		shld										gfg						move2		5	5	ac%/lvl	7	light		1	1																			0
FlawedEmeraldRunewordShield		1		shld										gfg	gfg					move2		8	8	ac%/lvl	8	light		1	1																			0
FlawedEmeraldRunewordShield		1		shld										gfg	gfg	gfg				move2		11	11	ac%/lvl	9	light		2	2																			0
FlawedEmeraldRunewordShield		1		shld										gfg	gfg	gfg	gfg			move2		14	14	ac%/lvl	10	light		3	3																			0
FlawedEmeraldRunewordShield		1		shld										gfg	gfg	gfg	gfg	gfg		move2		17	17	ac%/lvl	11	light		4	4																			0
FlawedEmeraldRunewordShield		1		shld										gfg	gfg	gfg	gfg	gfg	gfg	move2		20	20	ac%/lvl	12	light		5	5																			0
NormalEmeraldRunewordShield		0		shld										gsg						move2		10	10	ac%/lvl	13	light		1	1																			0
NormalEmeraldRunewordShield		1		shld										gsg	gsg					move2		14	14	ac%/lvl	14	light		1	1																			0
NormalEmeraldRunewordShield		1		shld										gsg	gsg	gsg				move2		18	18	ac%/lvl	15	light		2	2																			0
NormalEmeraldRunewordShield		1		shld										gsg	gsg	gsg	gsg			move2		22	22	ac%/lvl	16	light		3	3																			0
NormalEmeraldRunewordShield		1		shld										gsg	gsg	gsg	gsg	gsg		move2		26	26	ac%/lvl	17	light		4	4																			0
NormalEmeraldRunewordShield		1		shld										gsg	gsg	gsg	gsg	gsg	gsg	move2		30	30	ac%/lvl	18	light		5	5																			0
FlawlessEmeraldRunewordShield		0		shld										glg						move2		15	15	ac%/lvl	19	light		1	1																			0
FlawlessEmeraldRunewordShield		1		shld										glg	glg					move2		20	20	ac%/lvl	20	light		1	1																			0
FlawlessEmeraldRunewordShield		1		shld										glg	glg	glg				move2		25	25	ac%/lvl	21	light		2	2																			0
FlawlessEmeraldRunewordShield		1		shld										glg	glg	glg	glg			move2		30	30	ac%/lvl	22	light		3	3																			0
FlawlessEmeraldRunewordShield		1		shld										glg	glg	glg	glg	glg		move2		35	35	ac%/lvl	23	light		4	4																			0
FlawlessEmeraldRunewordShield		1		shld										glg	glg	glg	glg	glg	glg	move2		40	40	ac%/lvl	24	light		5	5																			0
PerfectEmeraldRunewordShield		0		shld										gpg						move2		20	20	ac%/lvl	25	light		1	1																			0
PerfectEmeraldRunewordShield		1		shld										gpg	gpg					move2		26	26	ac%/lvl	26	light		1	1																			0
PerfectEmeraldRunewordShield		1		shld										gpg	gpg	gpg				move2		32	32	ac%/lvl	27	light		2	2																			0
PerfectEmeraldRunewordShield		1		shld										gpg	gpg	gpg	gpg			move2		38	38	ac%/lvl	28	light		3	3																			0
PerfectEmeraldRunewordShield		1		shld										gpg	gpg	gpg	gpg	gpg		move2		44	44	ac%/lvl	29	light		4	4																			0
PerfectEmeraldRunewordShield		1		shld										gpg	gpg	gpg	gpg	gpg	gpg	move2		50	50	ac%/lvl	30	light		5	5																			0
ChippedEmeraldRunewordShield		0		boot										gcg						move2		3	3	ac%/lvl	1	light		1	1																			0
ChippedEmeraldRunewordShield		1		boot										gcg	gcg					move2		4	4	ac%/lvl	2	light		1	1																			0
ChippedEmeraldRunewordShield		1		boot										gcg	gcg	gcg				move2		5	5	ac%/lvl	3	light		2	2																			0
ChippedEmeraldRunewordShield		1		boot										gcg	gcg	gcg	gcg			move2		6	6	ac%/lvl	4	light		3	3																			0
FlawedEmeraldRunewordShield		0		boot										gfg						move2		5	5	ac%/lvl	5	light		1	1																			0
FlawedEmeraldRunewordShield		1		boot										gfg	gfg					move2		8	8	ac%/lvl	6	light		1	1																			0
FlawedEmeraldRunewordShield		1		boot										gfg	gfg	gfg				move2		11	11	ac%/lvl	7	light		2	2																			0
FlawedEmeraldRunewordShield		1		boot										gfg	gfg	gfg	gfg			move2		14	14	ac%/lvl	8	light		3	3																			0
NormalEmeraldRunewordShield		0		boot										gsg						move2		10	10	ac%/lvl	9	light		1	1																			0
NormalEmeraldRunewordShield		1		boot										gsg	gsg					move2		14	14	ac%/lvl	10	light		1	1																			0
NormalEmeraldRunewordShield		1		boot										gsg	gsg	gsg				move2		18	18	ac%/lvl	11	light		2	2																			0
NormalEmeraldRunewordShield		1		boot										gsg	gsg	gsg	gsg			move2		22	22	ac%/lvl	12	light		3	3																			0
FlawlessEmeraldRunewordShield		0		boot										glg						move2		15	15	ac%/lvl	13	light		1	1																			0
FlawlessEmeraldRunewordShield		1		boot										glg	glg					move2		20	20	ac%/lvl	14	light		1	1																			0
FlawlessEmeraldRunewordShield		1		boot										glg	glg	glg				move2		25	25	ac%/lvl	15	light		2	2																			0
FlawlessEmeraldRunewordShield		1		boot										glg	glg	glg	glg			move2		30	30	ac%/lvl	16	light		3	3																			0
PerfectEmeraldRunewordShield		0		boot										gpg						move2		20	20	ac%/lvl	17	light		1	1																			0
PerfectEmeraldRunewordShield		1		boot										gpg	gpg					move2		26	26	ac%/lvl	18	light		1	1																			0
PerfectEmeraldRunewordShield		1		boot										gpg	gpg	gpg				move2		32	32	ac%/lvl	19	light		2	2																			0
PerfectEmeraldRunewordShield		1		boot										gpg	gpg	gpg	gpg			move2		38	38	ac%/lvl	20	light		3	3																			0
ChippedRubyRuneword		0		weap										gcr						dmg%		14	17	lifesteal		1	2	dmg-fire		3	10	pierce-fire		1	1	extra-fire		1	1	splash	proc_SplashDamage	100	1					0
ChippedRubyRuneword		1		weap										gcr	gcr					dmg%		16	20	lifesteal		2	4	dmg-fire		7	18	pierce-fire		1	1	extra-fire		1	1	splash	proc_SplashDamage	100	1					0
ChippedRubyRuneword		1		weap										gcr	gcr	gcr				dmg%		18	23	lifesteal		3	6	dmg-fire		10	28	pierce-fire		1	1	extra-fire		1	2	splash	proc_SplashDamage	100	1					0
ChippedRubyRuneword		1		weap										gcr	gcr	gcr	gcr			dmg%		20	26	lifesteal		4	8	dmg-fire		12	40	pierce-fire		2	2	extra-fire		2	2	splash	proc_SplashDamage	100	1					0
ChippedRubyRuneword		1		weap										gcr	gcr	gcr	gcr	gcr		dmg%		22	29	lifesteal		5	10	dmg-fire		16	48	pierce-fire		2	2	extra-fire		2	3	splash	proc_SplashDamage	100	1					0
ChippedRubyRuneword		1		weap										gcr	gcr	gcr	gcr	gcr	gcr	dmg%		24	32	lifesteal		6	12	dmg-fire		20	56	pierce-fire		2	2	extra-fire		2	3	splash	proc_SplashDamage	100	1					0
FlawedRubyRuneword		0		weap										gfr						dmg%		28	34	lifesteal		3	5	dmg-fire		5	16	pierce-fire		2	2	extra-fire		2	2	splash	proc_SplashDamage	100	1					0
FlawedRubyRuneword		1		weap										gfr	gfr					dmg%		32	40	lifesteal		3	6	dmg-fire		10	28	pierce-fire		2	2	extra-fire		2	3	splash	proc_SplashDamage	100	1					0
FlawedRubyRuneword		1		weap										gfr	gfr	gfr				dmg%		36	46	lifesteal		4	8	dmg-fire		16	40	pierce-fire		3	3	extra-fire		3	4	splash	proc_SplashDamage	100	1					0
FlawedRubyRuneword		1		weap										gfr	gfr	gfr	gfr			dmg%		40	52	lifesteal		5	10	dmg-fire		20	56	pierce-fire		3	3	extra-fire		3	4	splash	proc_SplashDamage	100	1					0
FlawedRubyRuneword		1		weap										gfr	gfr	gfr	gfr	gfr		dmg%		44	58	lifesteal		6	12	dmg-fire		26	68	pierce-fire		4	4	extra-fire		4	5	splash	proc_SplashDamage	100	1					0
FlawedRubyRuneword		1		weap										gfr	gfr	gfr	gfr	gfr	gfr	dmg%		48	64	lifesteal		7	14	dmg-fire		32	80	pierce-fire		4	4	extra-fire		4	6	splash	proc_SplashDamage	100	1					0
NormalRubyRuneword		0		weap										gsr						dmg%		42	51	lifesteal		4	7	dmg-fire		6	20	pierce-fire		3	3	extra-fire		3	3	splash	proc_SplashDamage	100	1					0
NormalRubyRuneword		1		weap										gsr	gsr					dmg%		48	60	lifesteal		5	9	dmg-fire		12	40	pierce-fire		4	4	extra-fire		4	4	splash	proc_SplashDamage	100	1					0
NormalRubyRuneword		1		weap										gsr	gsr	gsr				dmg%		54	69	lifesteal		6	11	dmg-fire		20	56	pierce-fire		4	4	extra-fire		4	5	splash	proc_SplashDamage	100	1					0
NormalRubyRuneword		1		weap										gsr	gsr	gsr	gsr			dmg%		60	78	lifesteal		7	13	dmg-fire		28	72	pierce-fire		5	5	extra-fire		5	7	splash	proc_SplashDamage	100	1					0
NormalRubyRuneword		1		weap										gsr	gsr	gsr	gsr	gsr		dmg%		66	87	lifesteal		8	15	dmg-fire		32	96	pierce-fire		5	5	extra-fire		5	8	splash	proc_SplashDamage	100	1					0
NormalRubyRuneword		1		weap										gsr	gsr	gsr	gsr	gsr	gsr	dmg%		72	96	lifesteal		9	17	dmg-fire		40	112	pierce-fire		6	6	extra-fire		6	9	splash	proc_SplashDamage	100	1					0
FlawlessRubyRuneword		0		weap										glr						dmg%		56	68	lifesteal		4	8	dmg-fire		8	24	pierce-fire		4	4	extra-fire		4	4	splash	proc_SplashDamage	100	1					0
FlawlessRubyRuneword		1		weap										glr	glr					dmg%		64	80	lifesteal		5	10	dmg-fire		16	48	pierce-fire		5	5	extra-fire		5	6	splash	proc_SplashDamage	100	1					0
FlawlessRubyRuneword		1		weap										glr	glr	glr				dmg%		72	92	lifesteal		6	12	dmg-fire		24	72	pierce-fire		6	6	extra-fire		6	7	splash	proc_SplashDamage	100	1					0
FlawlessRubyRuneword		1		weap										glr	glr	glr	glr			dmg%		80	104	lifesteal		8	15	dmg-fire		36	88	pierce-fire		6	6	extra-fire		6	9	splash	proc_SplashDamage	100	1					0
FlawlessRubyRuneword		1		weap										glr	glr	glr	glr	glr		dmg%		88	116	lifesteal		9	18	dmg-fire		42	116	pierce-fire		7	7	extra-fire		7	10	splash	proc_SplashDamage	100	1					0
FlawlessRubyRuneword		1		weap										glr	glr	glr	glr	glr	glr	dmg%		96	128	lifesteal		11	21	dmg-fire		52	136	pierce-fire		8	8	extra-fire		8	12	splash	proc_SplashDamage	100	1					0
PerfectRubyRuneword		0		weap										gpr						dmg%		70	85	lifesteal		5	10	dmg-fire		10	28	pierce-fire		8	8	extra-fire		8	8	splash	proc_SplashDamage	100	1					0
PerfectRubyRuneword		1		weap										gpr	gpr					dmg%		80	100	lifesteal		7	13	dmg-fire		20	56	pierce-fire		10	10	extra-fire		10	10	splash	proc_SplashDamage	100	1					0
PerfectRubyRuneword		1		weap										gpr	gpr	gpr				dmg%		90	115	lifesteal		8	16	dmg-fire		30	84	pierce-fire		14	14	extra-fire		14	14	splash	proc_SplashDamage	100	1					0
PerfectRubyRuneword		1		weap										gpr	gpr	gpr	gpr			dmg%		100	130	lifesteal		10	19	dmg-fire		40	112	pierce-fire		20	20	extra-fire		20	20	splash	proc_SplashDamage	100	1					0
PerfectRubyRuneword		1		weap										gpr	gpr	gpr	gpr	gpr		dmg%		110	145	lifesteal		11	22	dmg-fire		52	136	pierce-fire		28	28	extra-fire		28	28	splash	proc_SplashDamage	100	1					0
PerfectRubyRuneword		1		weap										gpr	gpr	gpr	gpr	gpr	gpr	dmg%		120	160	lifesteal		13	25	dmg-fire		64	160	pierce-fire		35	35	extra-fire		35	35	splash	proc_SplashDamage	100	1					0
ChippedRubyRuneword		0		glov										gcr						lifesteal		1	1	dmg-fire		3	10	light		1	1																	0
ChippedRubyRuneword		1		glov										gcr	gcr					lifesteal		3	3	dmg-fire		6	20	light		1	1																	0
ChippedRubyRuneword		1		glov										gcr	gcr	gcr				lifesteal		5	5	dmg-fire		10	28	light		2	2																	0
ChippedRubyRuneword		1		glov										gcr	gcr	gcr	gcr			lifesteal		7	7	dmg-fire		12	40	light		3	3																	0
FlawedRubyRuneword		0		glov										gfr						lifesteal		3	3	dmg-fire		4	16	light		1	1																	0
FlawedRubyRuneword		1		glov										gfr	gfr					lifesteal		5	5	dmg-fire		10	28	light		1	1																	0
FlawedRubyRuneword		1		glov										gfr	gfr	gfr				lifesteal		7	7	dmg-fire		12	40	light		2	2																	0
FlawedRubyRuneword		1		glov										gfr	gfr	gfr	gfr			lifesteal		9	9	dmg-fire		20	56	light		3	3																	0
NormalRubyRuneword		0		glov										gsr						lifesteal		5	5	dmg-fire		6	20	light		1	1																	0
NormalRubyRuneword		1		glov										gsr	gsr					lifesteal		7	7	dmg-fire		12	40	light		1	1																	0
NormalRubyRuneword		1		glov										gsr	gsr	gsr				lifesteal		9	9	dmg-fire		20	56	light		2	2																	0
NormalRubyRuneword		1		glov										gsr	gsr	gsr	gsr			lifesteal		11	11	dmg-fire		24	60	light		3	3																	0
FlawlessRubyRuneword		0		glov										glr						lifesteal		7	7	dmg-fire		8	24	light		1	1																	0
FlawlessRubyRuneword		1		glov										glr	glr					lifesteal		9	9	dmg-fire		16	48	light		1	1																	0
FlawlessRubyRuneword		1		glov										glr	glr	glr				lifesteal		11	11	dmg-fire		24	72	light		2	2																	0
FlawlessRubyRuneword		1		glov										glr	glr	glr	glr			lifesteal		13	13	dmg-fire		36	88	light		3	3																	0
PerfectRubyRuneword		0		glov										gpr						lifesteal		8	8	dmg-fire		10	28	light		1	1																	0
PerfectRubyRuneword		1		glov										gpr	gpr					lifesteal		10	10	dmg-fire		20	56	light		1	1																	0
PerfectRubyRuneword		1		glov										gpr	gpr	gpr				lifesteal		12	12	dmg-fire		30	80	light		2	2																	0
PerfectRubyRuneword		1		glov										gpr	gpr	gpr	gpr			lifesteal		15	15	dmg-fire		40	112	light		3	3																	0
ChippedRubyRunewordArmor		0		tors	cloa									gcr						regen		2	2	hp%		1	1	light		1	1																	0
ChippedRubyRunewordArmor		1		tors	cloa									gcr	gcr					regen		4	4	hp%		1	1	light		1	1																	0
ChippedRubyRunewordArmor		1		tors	cloa									gcr	gcr	gcr				regen		6	6	hp%		1	1	light		2	2																	0
ChippedRubyRunewordArmor		1		tors	cloa									gcr	gcr	gcr	gcr			regen		8	8	hp%		2	2	light		3	3																	0
ChippedRubyRunewordArmor		1		tors	cloa									gcr	gcr	gcr	gcr	gcr		regen		10	10	hp%		2	2	light		4	4																	0
ChippedRubyRunewordArmor		1		tors	cloa									gcr	gcr	gcr	gcr	gcr	gcr	regen		12	12	hp%		2	2	light		5	5																	0
FlawedRubyRunewordArmor		0		tors	cloa									gfr						regen		4	4	hp%		2	2	light		1	1																	0
FlawedRubyRunewordArmor		1		tors	cloa									gfr	gfr					regen		8	8	hp%		2	2	light		1	1																	0
FlawedRubyRunewordArmor		1		tors	cloa									gfr	gfr	gfr				regen		12	12	hp%		3	3	light		2	2																	0
FlawedRubyRunewordArmor		1		tors	cloa									gfr	gfr	gfr	gfr			regen		16	16	hp%		3	3	light		3	3																	0
FlawedRubyRunewordArmor		1		tors	cloa									gfr	gfr	gfr	gfr	gfr		regen		20	20	hp%		4	4	light		4	4																	0
FlawedRubyRunewordArmor		1		tors	cloa									gfr	gfr	gfr	gfr	gfr	gfr	regen		24	24	hp%		4	4	light		5	5																	0
NormalRubyRunewordArmor		0		tors	cloa									gsr						regen		6	6	hp%		3	3	light		1	1																	0
NormalRubyRunewordArmor		1		tors	cloa									gsr	gsr					regen		12	12	hp%		4	4	light		1	1																	0
NormalRubyRunewordArmor		1		tors	cloa									gsr	gsr	gsr				regen		18	18	hp%		4	4	light		2	2																	0
NormalRubyRunewordArmor		1		tors	cloa									gsr	gsr	gsr	gsr			regen		24	24	hp%		5	5	light		3	3																	0
NormalRubyRunewordArmor		1		tors	cloa									gsr	gsr	gsr	gsr	gsr		regen		30	30	hp%		5	5	light		4	4																	0
NormalRubyRunewordArmor		1		tors	cloa									gsr	gsr	gsr	gsr	gsr	gsr	regen		36	36	hp%		6	6	light		5	5																	0
FlawlessRubyRunewordArmor		0		tors	cloa									glr						regen		8	8	hp%		4	4	light		1	1																	0
FlawlessRubyRunewordArmor		1		tors	cloa									glr	glr					regen		16	16	hp%		5	5	light		1	1																	0
FlawlessRubyRunewordArmor		1		tors	cloa									glr	glr	glr				regen		24	24	hp%		6	6	light		2	2																	0
FlawlessRubyRunewordArmor		1		tors	cloa									glr	glr	glr	glr			regen		32	32	hp%		6	6	light		3	3																	0
FlawlessRubyRunewordArmor		1		tors	cloa									glr	glr	glr	glr	glr		regen		40	40	hp%		7	7	light		4	4																	0
FlawlessRubyRunewordArmor		1		tors	cloa									glr	glr	glr	glr	glr	glr	regen		48	48	hp%		8	8	light		5	5																	0
PerfectRubyRunewordArmor		0		tors	cloa									gpr						regen		10	10	hp%		5	5	light		1	1																	0
PerfectRubyRunewordArmor		1		tors	cloa									gpr	gpr					regen		20	20	hp%		6	6	light		1	1																	0
PerfectRubyRunewordArmor		1		tors	cloa									gpr	gpr	gpr				regen		30	30	hp%		7	7	light		2	2																	0
PerfectRubyRunewordArmor		1		tors	cloa									gpr	gpr	gpr	gpr			regen		40	40	hp%		8	8	light		3	3																	0
PerfectRubyRunewordArmor		1		tors	cloa									gpr	gpr	gpr	gpr	gpr		regen		50	50	hp%		9	9	light		4	4																	0
PerfectRubyRunewordArmor		1		tors	cloa									gpr	gpr	gpr	gpr	gpr	gpr	regen		60	60	hp%		10	10	light		5	5																	0
ChippedRubyRunewordArmor		0		helm										gcr						regen		2	2																									0
ChippedRubyRunewordArmor		1		helm										gcr	gcr					regen		4	4	hp%		1	1	light		1	1																	0
ChippedRubyRunewordArmor		1		helm										gcr	gcr	gcr				regen		6	6	hp%		1	1	light		1	1																	0
ChippedRubyRunewordArmor		1		helm										gcr	gcr	gcr	gcr			regen		8	8	hp%		1	1	light		2	2																	0
FlawedRubyRunewordArmor		0		helm										gfr						regen		4	4	hp%		1	1	light		3	3																	0
FlawedRubyRunewordArmor		1		helm										gfr	gfr					regen		8	8	hp%		1	1	light		1	1																	0
FlawedRubyRunewordArmor		1		helm										gfr	gfr	gfr				regen		12	12	hp%		2	2	light		1	1																	0
FlawedRubyRunewordArmor		1		helm										gfr	gfr	gfr	gfr			regen		16	16	hp%		2	2	light		2	2																	0
NormalRubyRunewordArmor		0		helm										gsr						regen		6	6	hp%		1	1	light		3	3																	0
NormalRubyRunewordArmor		1		helm										gsr	gsr					regen		12	12	hp%		2	2	light		1	1																	0
NormalRubyRunewordArmor		1		helm										gsr	gsr	gsr				regen		18	18	hp%		2	2	light		1	1																	0
NormalRubyRunewordArmor		1		helm										gsr	gsr	gsr	gsr			regen		24	24	hp%		3	3	light		2	2																	0
FlawlessRubyRunewordArmor		0		helm										glr						regen		8	8	hp%		2	2	light		3	3																	0
FlawlessRubyRunewordArmor		1		helm										glr	glr					regen		16	16	hp%		2	2	light		1	1																	0
FlawlessRubyRunewordArmor		1		helm										glr	glr	glr				regen		24	24	hp%		3	3	light		1	1																	0
FlawlessRubyRunewordArmor		1		helm										glr	glr	glr	glr			regen		32	32	hp%		4	4	light		2	2																	0
PerfectRubyRunewordArmor		0		helm										gpr						regen		10	10	hp%		2	2	light		3	3																	0
PerfectRubyRunewordArmor		1		helm										gpr	gpr					regen		20	20	hp%		3	3	light		1	1																	0
PerfectRubyRunewordArmor		1		helm										gpr	gpr	gpr				regen		30	30	hp%		4	4	light		1	1																	0
PerfectRubyRunewordArmor		1		helm										gpr	gpr	gpr	gpr			regen		40	40	hp%		5	5	light		2	2																	0
ChippedRubyRunewordArmor		0		belt										gcr						regen		5	6	hp%		1	1	light		3	3																	0
ChippedRubyRunewordArmor		1		belt										gcr	gcr					regen		8	10	hp%		2	2	light		1	1																	0
FlawedRubyRunewordArmor		0		belt										gfr						regen		7	8	hp%		2	2	light		1	1																	0
FlawedRubyRunewordArmor		1		belt										gfr	gfr					regen		12	15	hp%		3	3	light		1	1																	0
NormalRubyRunewordArmor		0		belt										gsr						regen		8	10	hp%		3	3	light		1	1																	0
NormalRubyRunewordArmor		1		belt										gsr	gsr					regen		15	18	hp%		4	4	light		1	1																	0
FlawlessRubyRunewordArmor		0		belt										glr						regen		9	11	hp%		4	4	light		1	1																	0
FlawlessRubyRunewordArmor		1		belt										glr	glr					regen		17	21	hp%		5	5	light		1	1																	0
PerfectRubyRunewordArmor		0		belt										gpr						regen		11	14	hp%		5	5	light		1	1																	0
PerfectRubyRunewordArmor		1		belt										gpr	gpr					regen		21	26	hp%		6	6	light		1	1																	0
ChippedRubyRunewordShield		0		shld										gcr						abs-fire		1	1	vit		1	1	light		1	1																	0
ChippedRubyRunewordShield		1		shld										gcr	gcr					abs-fire		2	2	vit		2	2	light		1	1																	0
ChippedRubyRunewordShield		1		shld										gcr	gcr	gcr				abs-fire		3	3	vit		3	3	light		2	2																	0
ChippedRubyRunewordShield		1		shld										gcr	gcr	gcr	gcr			abs-fire		4	4	vit		4	4	light		3	3																	0
ChippedRubyRunewordShield		1		shld										gcr	gcr	gcr	gcr	gcr		abs-fire		5	5	vit		5	5	light		4	4																	0
ChippedRubyRunewordShield		1		shld										gcr	gcr	gcr	gcr	gcr	gcr	abs-fire		6	6	vit		6	6	light		5	5																	0
FlawedRubyRunewordShield		0		shld										gfr						abs-fire		2	2	vit		2	2	light		1	1																	0
FlawedRubyRunewordShield		1		shld										gfr	gfr					abs-fire		4	4	vit		4	4	light		1	1																	0
FlawedRubyRunewordShield		1		shld										gfr	gfr	gfr				abs-fire		6	6	vit		6	6	light		2	2																	0
FlawedRubyRunewordShield		1		shld										gfr	gfr	gfr	gfr			abs-fire		8	8	vit		8	8	light		3	3																	0
FlawedRubyRunewordShield		1		shld										gfr	gfr	gfr	gfr	gfr		abs-fire		10	10	vit		10	10	light		4	4																	0
FlawedRubyRunewordShield		1		shld										gfr	gfr	gfr	gfr	gfr	gfr	abs-fire		12	12	vit		12	12	light		5	5																	0
NormalRubyRunewordShield		0		shld										gsr						abs-fire		3	3	vit		3	3	light		1	1																	0
NormalRubyRunewordShield		1		shld										gsr	gsr					abs-fire		6	6	vit		6	6	light		1	1																	0
NormalRubyRunewordShield		1		shld										gsr	gsr	gsr				abs-fire		9	9	vit		9	9	light		2	2																	0
NormalRubyRunewordShield		1		shld										gsr	gsr	gsr	gsr			abs-fire		12	12	vit		12	12	light		3	3																	0
NormalRubyRunewordShield		1		shld										gsr	gsr	gsr	gsr	gsr		abs-fire		15	15	vit		15	15	light		4	4																	0
NormalRubyRunewordShield		1		shld										gsr	gsr	gsr	gsr	gsr	gsr	abs-fire		18	18	vit		18	18	light		5	5																	0
FlawlessRubyRunewordShield		0		shld										glr						abs-fire		4	4	vit		4	4	light		1	1																	0
FlawlessRubyRunewordShield		1		shld										glr	glr					abs-fire		8	8	vit		8	8	light		1	1																	0
FlawlessRubyRunewordShield		1		shld										glr	glr	glr				abs-fire		12	12	vit		12	12	light		2	2																	0
FlawlessRubyRunewordShield		1		shld										glr	glr	glr	glr			abs-fire		16	16	vit		16	16	light		3	3																	0
FlawlessRubyRunewordShield		1		shld										glr	glr	glr	glr	glr		abs-fire		20	20	vit		20	20	light		4	4																	0
FlawlessRubyRunewordShield		1		shld										glr	glr	glr	glr	glr	glr	abs-fire		24	24	vit		24	24	light		5	5																	0
PerfectRubyRunewordShield		0		shld										gpr						abs-fire		5	5	vit		5	5	light		1	1																	0
PerfectRubyRunewordShield		1		shld										gpr	gpr					abs-fire		10	10	vit		10	10	light		1	1																	0
PerfectRubyRunewordShield		1		shld										gpr	gpr	gpr				abs-fire		15	15	vit		15	15	light		2	2																	0
PerfectRubyRunewordShield		1		shld										gpr	gpr	gpr	gpr			abs-fire		20	20	vit		20	20	light		3	3																	0
PerfectRubyRunewordShield		1		shld										gpr	gpr	gpr	gpr	gpr		abs-fire		25	25	vit		25	25	light		4	4																	0
PerfectRubyRunewordShield		1		shld										gpr	gpr	gpr	gpr	gpr	gpr	abs-fire		30	30	vit		30	30	light		5	5																	0
ChippedRubyRunewordShield		0		boot										gcr						abs-fire		1	1	vit		1	1	light		1	1																	0
ChippedRubyRunewordShield		1		boot										gcr	gcr					abs-fire		2	2	vit		2	2	light		1	1																	0
ChippedRubyRunewordShield		1		boot										gcr	gcr	gcr				abs-fire		3	3	vit		3	3	light		2	2																	0
ChippedRubyRunewordShield		1		boot										gcr	gcr	gcr	gcr			abs-fire		4	4	vit		4	4	light		3	3																	0
FlawedRubyRunewordShield		0		boot										gfr						abs-fire		2	2	vit		2	2	light		1	1																	0
FlawedRubyRunewordShield		1		boot										gfr	gfr					abs-fire		4	4	vit		4	4	light		1	1																	0
FlawedRubyRunewordShield		1		boot										gfr	gfr	gfr				abs-fire		6	6	vit		6	6	light		2	2																	0
FlawedRubyRunewordShield		1		boot										gfr	gfr	gfr	gfr			abs-fire		8	8	vit		8	8	light		3	3																	0
NormalRubyRunewordShield		0		boot										gsr						abs-fire		3	3	vit		3	3	light		1	1																	0
NormalRubyRunewordShield		1		boot										gsr	gsr					abs-fire		6	6	vit		6	6	light		1	1																	0
NormalRubyRunewordShield		1		boot										gsr	gsr	gsr				abs-fire		9	9	vit		9	9	light		2	2																	0
NormalRubyRunewordShield		1		boot										gsr	gsr	gsr	gsr			abs-fire		12	12	vit		12	12	light		3	3																	0
FlawlessRubyRunewordShield		0		boot										glr						abs-fire		4	4	vit		4	4	light		1	1																	0
FlawlessRubyRunewordShield		1		boot										glr	glr					abs-fire		8	8	vit		8	8	light		1	1																	0
FlawlessRubyRunewordShield		1		boot										glr	glr	glr				abs-fire		12	12	vit		12	12	light		2	2																	0
FlawlessRubyRunewordShield		1		boot										glr	glr	glr	glr			abs-fire		16	16	vit		16	16	light		3	3																	0
PerfectRubyRunewordShield		0		boot										gpr						abs-fire		5	5	vit		5	5	light		1	1																	0
PerfectRubyRunewordShield		1		boot										gpr	gpr					abs-fire		10	10	vit		10	10	light		1	1																	0
PerfectRubyRunewordShield		1		boot										gpr	gpr	gpr				abs-fire		15	15	vit		15	15	light		2	2																	0
PerfectRubyRunewordShield		1		boot										gpr	gpr	gpr	gpr			abs-fire		20	20	vit		20	20	light		3	3																	0
ChippedDiamondRuneword		0		weap										gcw						deadly		4	5	crush		1	1	dmg%		10	15	splash	proc_SplashDamage	100	1													0
ChippedDiamondRuneword		1		weap										gcw	gcw					deadly		7	10	crush		1	2	dmg%		12	18	splash	proc_SplashDamage	100	1													0
ChippedDiamondRuneword		1		weap										gcw	gcw	gcw				deadly		10	15	crush		2	3	dmg%		14	21	splash	proc_SplashDamage	100	1													0
ChippedDiamondRuneword		1		weap										gcw	gcw	gcw	gcw			deadly		14	20	crush		3	4	dmg%		16	24	splash	proc_SplashDamage	100	1													0
ChippedDiamondRuneword		1		weap										gcw	gcw	gcw	gcw	gcw		deadly		17	25	crush		4	5	dmg%		18	27	splash	proc_SplashDamage	100	1													0
ChippedDiamondRuneword		1		weap										gcw	gcw	gcw	gcw	gcw	gcw	deadly		20	30	crush		4	6	dmg%		20	30	splash	proc_SplashDamage	100	1													0
FlawedDiamondRuneword		0		weap										gfw						deadly		7	10	crush		2	2	dmg%		20	30	splash	proc_SplashDamage	100	1													0
FlawedDiamondRuneword		1		weap										gfw	gfw					deadly		10	15	crush		2	3	dmg%		24	36	splash	proc_SplashDamage	100	1													0
FlawedDiamondRuneword		1		weap										gfw	gfw	gfw				deadly		14	20	crush		3	4	dmg%		28	42	splash	proc_SplashDamage	100	1													0
